"","Isolate","Accession_number","Collection_time","Country","Continent","Clade","Source"
"509","ERR067671","ERR067671",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"510","ERR234610","ERR234610",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"511","ERR067755","ERR067755",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"512","ERR137231","ERR137231",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"513","ERR133951","ERR133951",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"514","ERR067631","ERR067631",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"515","ERR234639","ERR234639",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"516","ERR108435","ERR108435",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"517","ERR133918","ERR133918",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"518","ERR137254","ERR137254",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"519","ERR108443","ERR108443",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"520","ERR234597","ERR234597",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"521","ERR067694","ERR067694",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"522","ERR158581","ERR158581",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"523","ERR158606","ERR158606",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"524","ERR234600","ERR234600",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"525","ERR067760","ERR067760",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"526","ERR227982","ERR227982",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"527","ERR133879","ERR133879",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"528","ERR229982","ERR229982",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"529","ERR229969","ERR229969",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"530","ERR108439","ERR108439",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"531","ERR137219","ERR137219",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"532","ERR067668","ERR067668",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"533","ERR158587","ERR158587",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"534","ERR144607","ERR144607",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"535","ERR133901","ERR133901",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"536","ERR137243","ERR137243",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"537","ERR108488","ERR108488",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"538","ERR067626","ERR067626",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"539","ERR067588","ERR067588",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"540","ERR108453","ERR108453",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"541","ERR234584","ERR234584",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"542","ERR229955","ERR229955",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"543","ERR234651","ERR234651",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"544","ERR133837","ERR133837",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"545","ERR230006","ERR230006",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"546","ERR133933","ERR133933",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"547","ERR229964","ERR229964",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"548","ERR067715","ERR067715",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"549","ERR228049","ERR228049",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"550","ERR234656","ERR234656",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"551","ERR229929","ERR229929",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"552","ERR067759","ERR067759",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"553","ERR108420","ERR108420",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"554","ERR158589","ERR158589",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"555","ERR144564","ERR144564",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"556","ERR228040","ERR228040",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"557","ERR133815","ERR133815",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"558","ERR133888","ERR133888",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"559","ERR133900","ERR133900",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"560","ERR144542","ERR144542",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"561","ERR117456","ERR117456",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"562","ERR144635","ERR144635",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"563","ERR229936","ERR229936",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"564","ERR067586","ERR067586",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"565","ERR117463","ERR117463",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"566","ERR228037","ERR228037",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"567","ERR234607","ERR234607",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"568","ERR227976","ERR227976",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"569","ERR229995","ERR229995",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"570","ERR234650","ERR234650",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"571","ERR133899","ERR133899",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"572","ERR234632","ERR234632",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"573","ERR144570","ERR144570",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"574","ERR133982","ERR133982",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"575","ERR228006","ERR228006",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"576","ERR228028","ERR228028",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"577","ERR144581","ERR144581",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"578","ERR067696","ERR067696",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"579","ERR137282","ERR137282",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"580","ERR234668","ERR234668",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"581","ERR108421","ERR108421",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"582","ERR117454","ERR117454",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"583","ERR137271","ERR137271",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"584","ERR067692","ERR067692",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"585","ERR144623","ERR144623",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"586","ERR144571","ERR144571",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"587","ERR108499","ERR108499",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"588","ERR158608","ERR158608",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"589","ERR067598","ERR067598",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"590","ERR133936","ERR133936",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"591","ERR137259","ERR137259",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"592","ERR108447","ERR108447",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"593","ERR137242","ERR137242",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"594","ERR137240","ERR137240",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"595","ERR067674","ERR067674",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"596","ERR108450","ERR108450",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"597","ERR137255","ERR137255",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"598","ERR067584","ERR067584",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"599","ERR228039","ERR228039",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"600","ERR137227","ERR137227",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"601","ERR108514","ERR108514",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"602","ERR230007","ERR230007",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"603","ERR234649","ERR234649",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"604","ERR234630","ERR234630",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"605","ERR144573","ERR144573",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"606","ERR228066","ERR228066",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"607","ERR108494","ERR108494",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"608","ERR158615","ERR158615",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"609","ERR229999","ERR229999",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"610","ERR108506","ERR108506",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"611","ERR229920","ERR229920",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"612","ERR067594","ERR067594",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"613","ERR067595","ERR067595",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"614","ERR133926","ERR133926",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"615","ERR158577","ERR158577",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"616","ERR117457","ERR117457",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"617","ERR067637","ERR067637",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"618","ERR108470","ERR108470",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"619","ERR133958","ERR133958",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"620","ERR144610","ERR144610",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"621","ERR137252","ERR137252",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"622","ERR133983","ERR133983",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"623","ERR234591","ERR234591",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"624","ERR133979","ERR133979",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"625","ERR158609","ERR158609",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"626","ERR067655","ERR067655",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"627","ERR229945","ERR229945",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"628","ERR158605","ERR158605",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"629","ERR144567","ERR144567",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"630","ERR158616","ERR158616",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"631","ERR228062","ERR228062",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"632","ERR067647","ERR067647",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"633","ERR234658","ERR234658",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"634","ERR137193","ERR137193",2009,"Samara, Russia","Europe","CAS","Casali et al. (2014)"
"635","ERR234695","ERR234695",2009,"Samara, Russia","Europe","CAS","Casali et al. (2014)"
"636","ERR158604","ERR158604",2009,"Samara, Russia","Europe","CAS","Casali et al. (2014)"
"637","ERR158610","ERR158610",2009,"Samara, Russia","Europe","CAS","Casali et al. (2014)"
"638","ERR067697","ERR067697",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"639","ERR108474","ERR108474",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"640","ERR133800","ERR133800",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"641","ERR133942","ERR133942",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"642","ERR067603","ERR067603",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"643","ERR108480","ERR108480",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"644","ERR133878","ERR133878",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"645","ERR133818","ERR133818",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"646","ERR229941","ERR229941",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"647","ERR229938","ERR229938",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"648","ERR108449","ERR108449",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"649","ERR137266","ERR137266",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"650","ERR228044","ERR228044",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"651","ERR133961","ERR133961",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"652","ERR144559","ERR144559",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"653","ERR144618","ERR144618",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"654","ERR229950","ERR229950",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"655","ERR067670","ERR067670",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"656","ERR234580","ERR234580",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"657","ERR234684","ERR234684",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"658","ERR133965","ERR133965",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"659","ERR133971","ERR133971",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"660","ERR108461","ERR108461",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"661","ERR137228","ERR137228",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"662","ERR229925","ERR229925",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"663","ERR228038","ERR228038",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"664","ERR137256","ERR137256",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"665","ERR133877","ERR133877",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"666","ERR144576","ERR144576",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"667","ERR133850","ERR133850",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"668","ERR067617","ERR067617",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"669","ERR108459","ERR108459",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"670","ERR067616","ERR067616",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"671","ERR108482","ERR108482",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"672","ERR229932","ERR229932",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"673","ERR230003","ERR230003",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"674","ERR067730","ERR067730",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"675","ERR133883","ERR133883",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"676","ERR234631","ERR234631",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"677","ERR137202","ERR137202",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"678","ERR229954","ERR229954",2009,"Samara, Russia","Europe","Euro_American_Harleem","Casali et al. (2014)"
"679","ERR158599","ERR158599",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"680","ERR067675","ERR067675",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"681","ERR067751","ERR067751",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"682","ERR108445","ERR108445",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"683","ERR229987","ERR229987",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"684","ERR228053","ERR228053",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"685","ERR234587","ERR234587",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"686","ERR067734","ERR067734",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"687","ERR133832","ERR133832",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"688","ERR234634","ERR234634",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"689","ERR229959","ERR229959",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"690","ERR234558","ERR234558",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"691","ERR133822","ERR133822",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"692","ERR067703","ERR067703",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"693","ERR228008","ERR228008",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"694","ERR234636","ERR234636",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"695","ERR108444","ERR108444",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"696","ERR133801","ERR133801",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"697","ERR227998","ERR227998",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"698","ERR228016","ERR228016",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"699","ERR144578","ERR144578",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"700","ERR229958","ERR229958",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"701","ERR133870","ERR133870",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"702","ERR228021","ERR228021",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"703","ERR047885","ERR047885",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"704","ERR133937","ERR133937",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"705","ERR228026","ERR228026",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"706","ERR144613","ERR144613",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"707","ERR137224","ERR137224",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"708","ERR234588","ERR234588",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"709","ERR133833","ERR133833",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"710","ERR133874","ERR133874",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"711","ERR137251","ERR137251",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"712","ERR067732","ERR067732",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"713","ERR234594","ERR234594",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"714","ERR234627","ERR234627",2009,"Samara, Russia","Europe","Euro_American","Casali et al. (2014)"
"715","ERR108425","ERR108425",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"716","ERR133849","ERR133849",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"717","ERR229988","ERR229988",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"718","ERR234654","ERR234654",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"719","ERR067728","ERR067728",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"720","ERR067733","ERR067733",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"721","ERR229953","ERR229953",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"722","ERR137274","ERR137274",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"723","ERR067615","ERR067615",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"724","ERR133834","ERR133834",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"725","ERR108485","ERR108485",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"726","ERR067577","ERR067577",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"727","ERR067691","ERR067691",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"728","ERR067609","ERR067609",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"729","ERR133911","ERR133911",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"730","ERR067752","ERR067752",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"731","ERR228001","ERR228001",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"732","ERR234669","ERR234669",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"733","ERR108472","ERR108472",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"734","ERR234561","ERR234561",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"735","ERR234572","ERR234572",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"736","ERR234686","ERR234686",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"737","ERR108437","ERR108437",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"738","ERR144603","ERR144603",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"739","ERR234691","ERR234691",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"740","ERR067629","ERR067629",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"741","ERR067748","ERR067748",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"742","ERR144605","ERR144605",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"743","ERR234616","ERR234616",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"744","ERR229981","ERR229981",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"745","ERR067632","ERR067632",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"746","ERR067757","ERR067757",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"747","ERR234577","ERR234577",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"748","ERR108429","ERR108429",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"749","ERR234674","ERR234674",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"750","ERR158573","ERR158573",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"751","ERR067731","ERR067731",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"752","ERR234586","ERR234586",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
"753","ERR067636","ERR067636",2009,"Samara, Russia","Europe","Euro_American_Ural","Casali et al. (2014)"
